prov,ur,tamano,sex,age,soct2,prot3,protest
1531,1,3,Male,37,3,2,No
1533,1,3,Female,27,2,2,No
1535,1,2,Female,45,2,2,No
1535,1,2,Male,23,2,1,Yes
1535,1,4,Female,60,3,2,No
1535,1,4,Female,36,1,2,No
1535,1,4,Female,31,2,2,No
1535,1,4,Male,41,2,2,No
1531,1,2,Male,38,1,2,No
1535,1,2,Female,33,1,2,No
1535,1,4,Male,21,1,2,No
1533,1,3,Male,21,3,2,No
1531,1,3,Male,22,1,1,Yes
1531,1,4,Female,63,3,2,No
1533,1,2,Male,33,1,2,No
1531,1,3,Female,41,3,2,No
1531,1,3,Female,48,3,2,No
1531,1,4,Female,38,2,2,No
1535,2,5,Male,42,1,2,No
1535,2,5,Female,32,2,2,No
1533,1,2,Female,56,3,2,No
1535,1,2,Male,30,1,2,No
1533,1,2,Female,51,3,2,No
1533,1,3,Female,49,2,2,No
1531,2,5,Female,24,1,2,No
1535,1,3,Female,35,2,2,No
1531,1,3,Male,29,2,2,No
1535,1,3,Female,47,3,2,No
1531,1,2,Female,44,2,2,No
1535,1,3,Male,92,NA,2,No
1531,1,3,Male,82,3,2,No
1533,1,2,Male,48,NA,2,No
1531,1,4,Female,66,2,2,No
1533,1,2,Female,19,2,2,No
1533,1,4,Female,44,2,1,Yes
1535,1,2,Male,29,3,2,No
1533,1,2,Male,29,3,1,Yes
1535,1,3,Female,61,3,2,No
1533,1,2,Female,29,3,2,No
1535,1,2,Female,17,2,2,No
1535,1,2,Male,33,2,1,Yes
1531,1,4,Male,68,3,2,No
1535,1,2,Male,34,3,2,No
1535,2,5,Male,59,2,2,No
1533,1,3,Female,28,2,2,No
1531,2,5,Male,76,3,2,No
1535,1,2,Male,43,2,2,No
1533,1,3,Male,32,2,2,No
1535,1,2,Female,19,3,1,Yes
1531,1,3,Female,16,3,2,No
1531,2,5,Male,58,1,2,No
1531,2,5,Female,33,3,1,Yes
1531,1,3,Female,61,3,2,No
1532,1,4,Female,49,3,2,No
1535,1,2,Male,62,3,2,No
1533,1,2,Male,18,1,2,No
1531,1,3,Female,24,1,2,No
1533,1,4,Male,23,3,2,No
1535,1,3,Female,27,2,2,No
1535,1,2,Male,60,2,2,No
1535,1,3,Male,50,3,2,No
1535,1,2,Female,40,2,2,No
1533,1,3,Female,17,2,2,No
1531,1,4,Female,47,3,2,No
1533,1,2,Male,28,2,2,No
1531,1,4,Male,21,3,2,No
1535,1,2,Male,67,1,2,No
1535,1,2,Male,44,2,2,No
1533,1,4,Female,36,2,2,No
1535,1,2,Female,31,2,2,No
1535,1,2,Male,46,1,2,No
1533,1,4,Female,28,3,2,No
1535,1,2,Male,33,2,2,No
1535,1,2,Male,69,2,2,No
1531,1,3,Female,18,3,2,No
1535,1,3,Male,39,3,2,No
1531,1,2,Male,41,2,2,No
1533,1,2,Female,41,3,2,No
1535,1,3,Male,16,1,2,No
1531,1,4,Male,42,2,2,No
1535,1,2,Female,24,2,2,No
1535,1,3,Female,43,3,2,No
1535,1,2,Female,54,NA,2,No
1532,1,4,Female,35,3,2,No
1531,2,5,Male,43,2,2,No
1533,1,2,Female,25,3,2,No
1533,1,3,Male,50,1,2,No
1533,1,2,Male,37,2,2,No
1531,1,4,Male,45,3,2,No
1533,1,3,Female,53,3,2,No
1533,1,2,Male,30,2,2,No
1531,2,5,Female,45,3,2,No
1535,1,2,Female,16,3,1,Yes
1535,1,3,Female,21,2,2,No
1535,1,2,Female,27,3,2,No
1531,1,3,Female,32,3,2,No
1535,1,3,Male,56,2,2,No
1535,1,2,Male,27,2,2,No
1533,1,3,Female,57,1,1,Yes
1535,1,2,Female,50,1,1,Yes
1535,1,3,Male,46,1,1,Yes
1531,1,2,Male,54,2,2,No
1533,1,2,Male,56,3,2,No
1535,1,2,Female,79,2,2,No
1533,1,4,Male,42,3,2,No
1533,1,3,Female,44,2,1,Yes
1533,1,3,Male,18,1,2,No
1531,2,5,Male,30,3,2,No
1535,1,2,Female,21,3,2,No
1535,2,5,Male,20,3,2,No
1531,2,5,Female,21,2,2,No
1531,1,3,Female,40,2,2,No
1533,1,2,Male,35,1,2,No
1535,1,3,Female,61,2,2,No
1531,1,4,Male,18,2,2,No
1535,1,2,Female,44,2,2,No
1535,1,2,Male,64,3,2,No
1535,1,2,Female,30,3,2,No
1535,1,3,Male,39,2,2,No
1535,1,2,Male,32,3,2,No
1531,1,4,Male,60,3,2,No
1531,2,5,Male,16,3,2,No
1535,1,2,Female,42,3,2,No
1535,1,4,Male,62,2,2,No
1535,1,2,Female,57,3,2,No
1535,1,2,Female,29,2,2,No
1532,1,4,Male,33,2,2,No
1533,1,3,Male,42,2,2,No
1532,1,4,Female,24,2,2,No
1535,1,3,Female,29,3,2,No
1535,1,4,Male,39,3,2,No
1531,1,4,Male,37,2,1,Yes
1531,1,4,Female,37,1,2,No
1535,1,2,Female,46,2,2,No
1535,1,3,Female,34,3,2,No
1531,1,4,Female,52,2,2,No
1533,1,2,Male,71,2,2,No
1531,1,4,Male,25,3,2,No
1531,1,4,Female,17,1,2,No
1532,1,4,Male,51,1,2,No
1531,1,2,Male,23,1,1,Yes
1533,1,3,Male,29,2,2,No
1535,1,3,Male,28,3,2,No
1535,1,2,Male,40,1,2,No
1531,2,5,Male,48,2,2,No
1535,1,2,Female,24,3,2,No
1531,1,3,Male,43,2,2,No
1531,1,4,Female,60,3,2,No
1535,1,2,Male,55,2,2,No
1535,1,4,Female,29,3,1,Yes
1535,1,4,Male,32,3,2,No
1535,1,3,Male,67,2,2,No
1535,1,2,Female,35,1,2,No
1535,1,2,Female,22,3,2,No
1535,1,3,Female,43,3,2,No
1535,1,3,Male,38,1,2,No
1531,1,4,Male,37,2,2,No
1531,1,3,Male,41,3,2,No
1533,1,2,Female,63,3,2,No
1533,1,2,Male,69,3,2,No
1535,1,3,Male,61,1,2,No
1531,1,3,Male,23,1,2,No
1535,1,2,Male,18,2,2,No
1535,1,2,Female,17,3,2,No
1533,1,2,Female,69,3,1,Yes
1535,1,2,Female,59,3,2,No
1535,1,2,Male,23,3,2,No
1535,1,4,Male,25,1,1,Yes
1531,1,3,Male,70,2,2,No
1535,1,3,Female,30,2,2,No
1531,1,3,Male,34,1,2,No
1531,1,4,Female,80,3,2,No
1535,1,2,Female,53,2,2,No
1535,2,5,Male,65,3,2,No
1533,1,2,Male,38,3,2,No
1533,1,2,Female,29,3,2,No
1533,1,2,Female,57,2,2,No
1533,1,2,Female,39,3,2,No
1533,1,3,Female,30,3,2,No
1533,1,3,Male,34,2,2,No
1532,1,4,Male,47,2,2,No
1531,1,3,Female,16,3,2,No
1532,1,3,Male,42,2,2,No
1535,1,3,Male,42,1,2,No
1531,1,4,Female,28,3,1,Yes
1531,1,3,Female,44,2,2,No
1533,1,3,Female,43,3,2,No
1533,1,3,Female,33,3,2,No
1531,2,5,Male,20,1,2,No
1533,1,3,Male,58,1,1,Yes
1535,1,3,Female,33,3,2,No
1535,1,3,Male,28,2,2,No
1531,1,3,Female,65,3,1,Yes
1531,1,3,Male,32,1,1,Yes
1535,1,2,Female,29,2,2,No
1535,1,2,Female,34,3,2,No
1535,1,2,Male,40,2,2,No
1531,1,4,Male,37,3,2,No
1535,1,2,Male,56,1,2,No
1535,1,2,Female,44,2,2,No
1535,1,2,Male,68,3,2,No
1531,1,3,Female,57,3,2,No
1531,1,3,Male,58,2,2,No
1531,1,3,Female,42,3,2,No
1535,1,3,Female,56,2,2,No
1531,2,5,Female,41,3,2,No
1535,1,2,Male,17,2,2,No
1531,1,3,Male,66,1,2,No
1535,1,2,Female,30,3,2,No
1535,1,4,Male,39,2,2,No
1535,1,4,Female,38,2,2,No
1535,1,3,Female,59,2,2,No
1533,1,4,Female,74,3,2,No
1535,1,3,Female,59,2,2,No
1535,1,2,Male,52,3,2,No
1533,1,3,Male,58,1,2,No
1532,1,3,Male,56,1,2,No
1531,1,3,Female,19,1,2,No
1531,1,4,Female,29,2,1,Yes
1532,1,4,Male,16,1,2,No
1531,1,3,Male,18,2,2,No
1532,1,3,Male,34,2,2,No
1535,1,2,Male,58,2,2,No
1531,1,4,Male,41,1,1,Yes
1531,1,3,Male,26,3,2,No
1535,1,2,Female,17,3,2,No
1535,1,2,Female,50,3,2,No
1533,1,3,Male,22,3,2,No
1533,1,2,Female,33,3,2,No
1535,1,3,Female,29,2,2,No
1535,1,2,Female,62,3,2,No
1533,1,3,Female,28,3,2,No
1533,1,2,Female,75,3,2,No
1532,1,3,Male,58,2,2,No
1531,1,4,Male,74,1,2,No
1535,1,2,Female,34,2,2,No
1535,1,4,Female,25,1,1,Yes
1535,1,2,Female,37,3,2,No
1535,1,3,Male,32,2,2,No
1535,2,5,Female,24,2,2,No
1533,1,3,Female,44,3,2,No
1531,1,3,Male,21,2,2,No
1531,2,5,Female,16,3,1,Yes
1531,1,3,Male,42,1,2,No
1531,2,5,Female,56,2,1,Yes
1535,1,3,Male,48,3,2,No
1535,1,2,Male,34,2,2,No
1533,1,2,Female,22,3,2,No
1541,1,4,Female,17,3,2,No
1542,1,3,Female,42,1,2,No
1542,1,4,Male,40,2,1,Yes
1543,1,3,Male,21,2,2,No
1541,1,4,Female,26,2,2,No
1543,2,5,Female,69,1,2,No
1543,1,3,Male,36,1,1,Yes
1541,1,2,Male,19,1,2,No
1541,1,2,Male,45,1,1,Yes
1543,1,4,Male,30,2,2,No
1543,1,3,Female,32,3,2,No
1543,1,3,Female,45,3,2,No
1543,1,3,Male,57,1,2,No
1541,1,2,Female,43,2,2,No
1541,1,2,Female,26,2,1,Yes
1543,2,5,Male,53,1,2,No
1541,1,2,Female,29,3,2,No
1542,1,3,Male,19,2,2,No
1543,1,3,Female,36,2,2,No
1541,1,2,Female,49,1,2,No
1542,1,2,Female,32,2,2,No
1543,1,3,Female,56,2,2,No
1543,1,3,Male,20,2,2,No
1542,1,4,Male,36,3,2,No
1542,1,4,Male,30,1,2,No
1543,1,3,Male,20,2,2,No
1543,1,4,Male,49,1,1,Yes
1543,1,3,Female,16,2,2,No
1543,1,2,Male,57,2,2,No
1541,1,4,Male,45,3,2,No
1543,2,5,Female,41,2,2,No
1541,1,4,Female,49,2,2,No
1543,1,3,Male,60,1,2,No
1542,1,4,Female,46,2,2,No
1541,1,4,Male,34,2,2,No
1543,1,4,Male,28,1,2,No
1542,1,4,Female,68,2,2,No
1543,1,2,Female,44,3,2,No
1541,1,4,Male,27,3,2,No
1541,1,4,Male,30,2,2,No
1541,1,2,Male,78,2,2,No
1541,1,2,Male,50,2,2,No
1541,1,2,Male,37,2,2,No
1543,2,5,Female,67,2,2,No
1543,1,2,Male,45,1,2,No
1541,1,2,Female,43,2,2,No
1543,1,2,Male,38,1,2,No
1541,1,4,Female,50,2,2,No
1543,1,3,Male,39,2,2,No
1541,1,4,Male,20,3,2,No
1542,1,4,Male,34,1,2,No
1542,1,4,Female,31,2,1,Yes
1543,1,3,Male,41,3,2,No
1543,2,5,Female,26,2,2,No
1543,1,3,Female,76,3,2,No
1543,2,5,Female,17,2,2,No
1543,1,3,Male,29,1,2,No
1543,1,3,Female,63,2,2,No
1541,1,2,Female,23,1,2,No
1541,1,2,Male,30,1,2,No
1542,1,4,Male,26,1,2,No
1541,1,2,Male,40,2,2,No
1541,1,4,Male,86,1,2,No
1543,2,5,Male,29,2,2,No
1542,1,3,Female,23,2,1,Yes
1543,1,3,Male,55,2,2,No
1541,1,4,Female,26,3,2,No
1542,1,3,Female,50,2,2,No
1541,1,2,Female,62,2,2,No
1541,1,2,Female,80,3,2,No
1541,1,2,Male,16,3,2,No
1541,1,4,Male,24,3,2,No
1543,1,3,Female,27,2,2,No
1541,1,4,Female,42,2,2,No
1542,1,2,Female,24,2,2,No
1543,1,3,Female,46,2,1,Yes
1541,1,2,Female,43,1,2,No
1543,1,3,Male,40,1,2,No
1543,1,2,Female,48,3,2,No
1543,2,5,Female,41,2,2,No
1541,1,2,Male,19,3,2,No
1541,1,4,Female,18,2,2,No
1543,1,3,Female,71,2,2,No
1541,1,2,Male,38,2,1,Yes
1542,1,2,Male,21,3,2,No
1541,1,2,Female,49,3,1,Yes
1543,1,3,Female,42,3,2,No
1543,1,3,Female,49,2,2,No
1542,1,4,Female,16,NA,2,No
1542,1,4,Female,67,1,2,No
1543,2,5,Male,30,3,2,No
1541,1,4,Female,52,1,2,No
1543,1,3,Male,22,1,2,No
1543,1,3,Male,72,2,2,No
1543,1,3,Female,16,2,2,No
1542,1,4,Male,47,1,2,No
1543,1,3,Female,50,1,2,No
1543,1,3,Female,36,3,2,No
1543,1,2,Male,33,2,2,No
1543,1,3,Male,33,1,2,No
1543,2,5,Male,40,2,2,No
1543,1,2,Female,78,1,2,No
1542,1,3,Male,37,2,1,Yes
1541,1,4,Male,65,1,2,No
1541,1,2,Male,35,3,2,No
1541,1,4,Male,43,3,2,No
1543,1,3,Male,57,2,2,No
1543,1,3,Female,30,2,2,No
1542,1,3,Male,47,3,2,No
1543,1,2,Female,35,2,2,No
1543,1,4,Female,54,1,2,No
1543,1,4,Female,23,2,2,No
1543,1,2,Female,39,2,2,No
1541,1,2,Male,46,2,2,No
1542,1,4,Female,16,2,2,No
1541,1,2,Female,23,2,2,No
1542,1,4,Male,52,1,2,No
1543,1,3,Male,37,2,2,No
1543,1,3,Female,57,3,2,No
1541,1,2,Female,52,1,2,No
1541,1,2,Male,31,3,2,No
1543,2,5,Male,18,1,2,No
1543,1,3,Male,57,2,2,No
1543,1,3,Male,44,1,2,No
1541,1,2,Female,30,2,2,No
1543,2,5,Female,19,2,2,No
1542,1,4,Male,60,2,2,No
1542,1,2,Male,35,1,2,No
1542,1,2,Male,56,1,2,No
1543,1,2,Female,67,2,2,No
1541,1,2,Male,53,2,2,No
1543,1,2,Male,44,1,2,No
1543,1,3,Male,45,2,1,Yes
1541,1,2,Male,23,1,2,No
1542,1,3,Female,28,2,2,No
1543,1,2,Female,47,2,2,No
1541,1,2,Male,51,3,2,No
1541,1,4,Male,53,3,2,No
1542,1,3,Female,55,2,2,No
1543,1,3,Male,42,3,2,No
1543,2,5,Female,41,2,2,No
1541,1,2,Female,55,3,2,No
1543,1,3,Male,59,NA,2,No
1542,1,3,Male,16,1,2,No
1543,1,3,Female,69,2,2,No
1543,1,3,Male,36,2,1,Yes
1543,1,2,Male,18,3,1,Yes
1542,1,4,Female,31,2,2,No
1541,1,2,Female,17,2,2,No
1543,1,3,Female,41,2,2,No
1542,1,3,Male,51,2,2,No
1543,1,2,Female,44,2,2,No
1541,1,2,Female,25,3,2,No
1543,1,3,Female,25,3,1,Yes
1543,1,2,Male,42,3,2,No
1543,2,5,Male,44,2,2,No
1543,1,3,Male,30,NA,2,No
1541,1,2,Male,33,1,2,No
1543,2,5,Female,18,3,2,No
1543,1,3,Male,33,2,2,No
1541,1,4,Female,41,1,2,No
1543,1,3,Male,16,2,2,No
1543,1,3,Female,34,2,2,No
1542,1,3,Female,44,2,2,No
1541,1,4,Male,43,2,2,No
1542,1,2,Male,25,1,2,No
1543,2,5,Female,51,2,2,No
1542,1,2,Female,33,2,2,No
1543,1,3,Male,47,1,2,No
1541,1,4,Male,29,2,2,No
1543,1,3,Male,27,1,2,No
1541,1,2,Male,29,1,2,No
1543,2,5,Female,66,3,2,No
1543,2,5,Male,18,2,2,No
1543,1,2,Female,21,1,2,No
1543,1,3,Male,17,2,2,No
1543,1,3,Female,17,2,2,No
1541,1,2,Female,58,2,2,No
1542,1,4,Female,65,3,1,Yes
1541,1,2,Male,29,2,1,Yes
1541,1,2,Male,41,2,2,No
1543,2,5,Male,52,2,2,No
1543,2,5,Male,60,2,2,No
1541,1,2,Male,53,1,1,Yes
1543,1,3,Male,19,1,2,No
1542,1,3,Male,30,1,2,No
1542,1,4,Male,70,1,2,No
1543,1,4,Female,22,2,2,No
1542,1,4,Female,30,2,1,Yes
1543,1,2,Male,20,3,1,Yes
1543,1,4,Male,26,2,2,No
1542,1,4,Female,16,3,2,No
1541,1,2,Male,17,2,2,No
1542,1,2,Female,26,3,2,No
1543,2,5,Female,44,2,2,No
1543,1,3,Female,59,3,2,No
1541,1,4,Female,38,2,2,No
1541,1,2,Male,58,2,2,No
1543,1,3,Female,42,3,2,No
1543,1,3,Female,38,2,2,No
1543,1,3,Female,20,2,2,No
1543,1,3,Male,34,3,2,No
1543,1,4,Male,57,2,2,No
1542,1,2,Male,55,3,2,No
1543,1,2,Female,51,2,2,No
1543,1,4,Female,69,1,2,No
1543,2,5,Male,36,2,2,No
1542,1,2,Male,44,1,2,No
1543,1,3,Male,47,3,2,No
1541,1,2,Female,16,2,2,No
1543,1,2,Female,17,2,1,Yes
1541,1,2,Female,33,2,2,No
1541,1,4,Female,37,2,2,No
1543,1,4,Female,31,2,2,No
1541,1,2,Female,33,3,2,No
1542,1,4,Male,23,1,1,Yes
1543,2,5,Male,55,2,2,No
1541,1,2,Female,18,3,2,No
1543,1,3,Female,35,2,2,No
1543,1,3,Female,34,1,2,No
1541,1,4,Female,45,3,2,No
1542,1,4,Female,32,3,2,No
1543,2,5,Male,19,1,2,No
1543,1,3,Female,26,3,2,No
1542,1,2,Female,45,2,2,No
1541,1,2,Female,43,2,2,No
1543,1,3,Female,17,2,2,No
1542,1,2,Female,45,3,2,No
1543,1,3,Female,17,3,2,No
1543,1,4,Male,44,1,2,No
1543,1,3,Male,60,2,2,No
1543,1,3,Male,18,1,2,No
1543,1,2,Female,23,2,2,No
1543,1,3,Female,26,NA,2,No
1542,1,4,Male,28,2,1,Yes
1541,1,2,Female,65,2,2,No
1543,1,3,Female,20,3,2,No
1543,1,3,Female,30,3,2,No
1543,1,3,Male,27,3,2,No
1542,1,4,Male,28,2,2,No
1541,1,2,Male,29,2,2,No
1541,1,2,Female,43,1,2,No
1543,1,2,Male,19,2,2,No
1543,1,3,Male,48,2,2,No
1543,1,4,Female,33,NA,2,No
1543,1,3,Male,25,3,2,No
1543,1,3,Female,63,2,2,No
1543,1,2,Male,18,3,2,No
1543,1,2,Female,28,3,2,No
1543,1,2,Male,45,1,2,No
1542,1,4,Female,22,2,2,No
1543,1,3,Female,23,2,2,No